"play_key","run_dist","OF_dist","run_speed","top_speed","OF_momentum_home","OF_momentum_side","score_chance","safe_out","def_safe"
"y1_d031_REC_QEA_214",100.2172398,369.7205816,26.09487801,26.33750355,1.023360968,10.86614354,1,1,1
"y1_d033_REC_QEA_253",84.9206052,241.5842696,23.12037383,27.1703119,20.76747724,6.599033387,1,1,1
"y1_d048_STK_QEA_63",58.80482517,312.0386766,22.16911117,24.0370009,7.128995577,8.661140479,1,1,1
"y1_d048_STK_QEA_69",92.82567553,244.7093859,28.77702656,28.88268573,11.7603751,8.423463195,0.2,0,0
"y1_d048_STK_QEA_118",125.0146663,325.0948527,24.70112501,27.09474564,-2.775493675,7.817222229,1,1,1
"y1_d048_STK_QEA_119",77.81841051,326.2576312,19.49873712,21.33578809,-3.416387573,7.302807512,1,1,1
"y1_d048_STK_QEA_162",84.03058355,243.4982267,25.64368322,26.41583139,16.27640372,1.233792385,1,1,1
"y1_d049_STK_QEA_81",96.7141873,250.1093605,26.60200483,28.38181918,17.77195724,0.801834787,1,1,1
"y1_d050_STK_QEA_145",36.73947264,375.2420724,18.4364405,23.12463625,-4.767204493,4.262823595,1,1,1
"y1_d043_WJU_QEA_31",61.65103658,372.7231668,22.09610775,24.46921095,-15.268451,17.1575593,1,1,1
"y1_d044_WJU_QEA_47",66.43875892,336.5262694,17.2516449,22.61158355,-12.5873299,12.5325349,1,1,1
"y1_d044_WJU_QEA_99",104.1799452,275.4798765,25.69933348,29.04995563,15.11292591,14.38020501,1,1,1
"y1_d044_WJU_QEA_239",80.77638974,295.8005742,25.31147775,26.65743031,11.73158623,13.0246014,1,1,1
"y1_d044_WJU_QEA_273",70.29573634,271.1958062,23.7641305,26.72451223,11.42100479,8.159335734,1,1,1
"y1_d044_WJU_QEA_298",84.93295542,283.6964795,26.45840553,26.45900331,9.109200514,16.5227036,1,1,1
"y1_d045_WJU_QEA_16",112.2094863,272.5982849,24.15757844,27.62143633,17.59698863,4.841515119,1,1,1
"y1_d046_WJU_QEA_133",72.78893778,303.2375539,24.83932708,27.59117528,4.242189604,8.685434633,1,1,1
"y1_d096_XAX_QEA_16",102.4697036,265.2629473,25.55146021,26.42743869,16.46919523,7.967825838,0.4,0,0
"y2_d001_BEJ_RZQ_239",82.09587939,227.8516746,23.2714175,26.77151691,21.72764265,6.061412667,0.3,0,0
"y2_d002_BEJ_RZQ_145",75.6436562,232.5614276,26.39296421,28.18146387,18.99384025,0.719908772,1,1,1
"y2_d002_BEJ_RZQ_159",82.34000352,250.890192,23.42784526,29.15153848,14.25919289,6.201774627,1,1,1
"y2_d002_BEJ_RZQ_171",68.880614,218.3948716,26.61290568,27.02827149,14.54953295,9.687723409,1,1,1
"y2_d002_BEJ_RZQ_202",78.41742684,281.9766014,26.24036129,29.65114697,5.967645971,7.969889706,1,1,1
"y2_d002_BEJ_RZQ_231",87.67916413,257.8074544,27.04130053,27.04130053,19.47438584,1.357705331,1,1,1
"y2_d004_BEJ_RZQ_33",56.1548413,269.5685383,22.71096599,24.53148437,-2.110925801,5.376477592,1,1,1
"y2_d004_BEJ_RZQ_96",73.70696056,253.1318446,25.09047838,27.46814905,16.09816342,10.9964151,1,1,1
"y2_d012_BVD_RZQ_266",47.77130501,237.3112134,25.82097145,27.41316417,12.83769857,0.184170457,1,1,1
"y2_d013_BVD_RZQ_80",75.32107395,310.9399141,25.10150329,25.83175889,1.779593004,13.19615471,1,1,1
"y2_d022_DMS_RZQ_51",49.95898043,367.393381,18.10120272,20.81942676,-12.21965419,1.136009384,1,1,1
"y2_d022_DMS_RZQ_103",101.0648506,268.27705,23.89292045,24.83878423,7.816742516,20.04037019,1,1,1
"y1_d010_DYE_RZQ_15",99.56991879,220.4615619,27.39716188,28.35462104,18.63095519,1.605768602,0,0,0
"y1_d010_DYE_RZQ_25",57.77928659,296.9166691,16.43756786,21.91056028,2.786829818,0.099063452,1,1,1
"y1_d010_DYE_RZQ_114",30.38214902,211.6687285,25.00836683,26.20499203,12.03184433,10.33078078,1,1,1
"y1_d010_DYE_RZQ_359",128.3507564,387.7451429,27.0701566,29.19929413,-2.191717431,3.411430601,1,1,1
"y1_d011_DYE_RZQ_28",92.24371967,237.6855763,26.46807127,28.85844949,-2.240929034,2.935724065,1,1,1
"y1_d011_DYE_RZQ_230",81.60017228,274.4306845,26.44839006,28.84385553,2.934736774,15.50008899,1,1,1
"y1_d011_DYE_RZQ_243",95.0320149,262.8833833,24.36191464,29.1240054,13.56011693,12.92781247,0.1,0,0
"y1_d011_DYE_RZQ_287",85.65149941,286.0176967,26.23984174,30.76316811,1.497625642,6.384134961,1,1,1
"y1_d090_DYE_RZQ_103",82.78456612,298.1930835,29.27850061,29.27850061,1.249257998,10.12104475,1,1,1
"y1_d090_DYE_RZQ_194",80.12017642,251.1485607,27.1336393,28.32845107,13.87009212,8.268021616,1,1,1
"y1_d090_DYE_RZQ_199",65.50650125,217.453834,25.81796054,26.59113498,23.0850843,1.896933998,1,1,1
"y1_d091_DYE_RZQ_13",58.12703564,289.1596436,24.19954397,26.63397592,6.699926252,13.29536206,1,1,1
"y1_d091_DYE_RZQ_78",62.51280198,217.8336931,27.69870019,29.29453166,20.04269469,6.038880104,1,1,1
"y1_d091_DYE_RZQ_114",82.71296567,250.3031241,25.13982848,26.77528125,25.89536934,6.10770205,1,1,1
"y1_d091_DYE_RZQ_270",34.94516457,371.2281468,21.27541173,28.92214626,-10.21657751,7.251323837,1,1,1
"y1_d091_DYE_RZQ_324",72.92816797,263.1396894,26.27672123,30.03548718,14.57867374,11.95099261,1,1,1
"y1_d092_DYE_RZQ_21",123.6891191,294.1982391,21.78664423,29.653147,3.444026685,19.2842284,1,1,1
"y1_d092_DYE_RZQ_258",59.15551015,193.0731024,30.15716661,31.13370897,15.84333275,4.254783012,1,1,1
"y2_d005_DYE_RZQ_209",76.63565576,264.0747376,25.51890917,28.7743071,8.887214775,19.16235562,1,1,1
"y2_d048_DYE_RZQ_165",76.76884403,235.1378685,25.52433399,27.98897866,12.4303263,12.26595463,1,1,1
"y2_d050_DYE_RZQ_156",65.61943736,311.2778119,27.37858412,29.28665549,-3.17668587,16.24857796,1,1,1
"y2_d050_DYE_RZQ_283",114.4390441,252.211045,24.62368922,29.90043444,1.798151304,2.924328013,0.2,0,0
"y2_d050_DYE_RZQ_307",55.71095788,262.8407528,24.51864318,26.6220449,2.973726857,2.443405856,1,1,1
"y2_d051_DYE_RZQ_56",66.23719682,341.4202644,19.27080803,23.0240797,0.00191231,3.283340817,1,1,1
"y2_d051_DYE_RZQ_105",64.70367421,251.4192184,25.49175606,29.05040368,24.26602166,5.926964941,1,1,1
"y2_d051_DYE_RZQ_203",63.33128011,250.8886615,23.41739528,24.95928574,9.771517386,10.12321497,1,1,1
"y2_d087_DYE_RZQ_120",73.02719299,305.2501319,25.13932518,28.54798576,-6.626458799,12.57014819,1,1,1
"y2_d088_DYE_RZQ_156",115.0042996,298.6033444,23.46606487,29.5473876,-10.06163131,18.97723884,1,1,1
"y2_d088_DYE_RZQ_164",93.71154647,259.1358111,25.93560661,29.00989956,9.958790261,13.63399052,1,1,1
"y2_d017_GIS_RZQ_119",85.53927924,273.6563153,25.43138267,28.14450162,21.03667487,11.10486338,1,1,1
"y2_d017_GIS_RZQ_122",79.22623275,268.5602877,24.87448389,30.01529299,20.57923127,10.97040483,1,1,1
"y2_d017_GIS_RZQ_141",112.1741414,261.7338451,23.59312697,25.44768476,15.10135718,9.862061842,0,0,0
"y2_d018_GIS_RZQ_91",95.76397641,284.7970521,26.69872026,30.23349254,6.488830197,10.26783806,1,1,1
"y2_d019_GIS_RZQ_59",72.74386489,311.5311502,24.75645779,28.38357222,3.621047719,10.53885378,1,1,1
"y2_d019_GIS_RZQ_287",76.93262263,262.6172002,23.33502429,26.38979537,11.91874074,1.472775062,1,1,1
"y2_d020_GIS_RZQ_135",101.2146356,313.9955533,17.4701828,25.083765,4.123205041,14.22659792,1,1,1
"y2_d020_GIS_RZQ_154",84.40723157,250.386583,26.31329959,27.67852899,14.75062277,8.028606832,1,1,1
"y1_d062_HCI_RZQ_67",78.9675246,375.3987461,22.92773053,25.44570543,-3.245314822,9.898735206,1,1,1
"y1_d063_HCI_RZQ_105",27.42910741,350.7315756,18.70843366,22.61919866,-2.117459409,11.10050042,1,1,1
"y2_d064_HKR_RZQ_58",104.8430583,234.3666739,25.38579747,28.19829394,18.52571884,10.15757467,0,0,0
"y2_d065_HKR_RZQ_239",70.87358906,279.3277779,24.51244924,27.42470921,7.491380787,6.39066567,1,1,1
"y2_d067_HKR_RZQ_4",85.7116973,296.7015308,24.31922529,28.47145105,1.0937038,0.900273669,1,1,1
"y2_d067_HKR_RZQ_7",1.49965319,357.6521602,19.23380728,27.52880607,-5.920633277,7.525378175,1,1,1
"y2_d067_HKR_RZQ_82",48.84585775,305.6248184,23.30920045,26.32041994,-8.654607972,5.185805608,1,1,1
"y1_d036_HMN_RZQ_190",93.63249345,242.8373072,24.35376121,28.40434997,15.10712428,3.02286588,1,1,1
"y1_d037_HMN_RZQ_179",58.93479267,294.3397477,23.94261734,25.40868457,-2.198197442,6.555659467,1,1,1
"y1_d038_HMN_RZQ_236",93.76641677,258.7307355,24.59391938,27.27654621,16.00479917,17.54805458,1,1,1
"y1_d038_HMN_RZQ_273",49.99499596,245.2576218,22.8342144,24.26404784,9.616624886,13.89637301,1,1,1
"y1_d039_HMN_RZQ_39",71.08097961,252.9674547,24.44652491,25.33709645,14.5057536,5.582907328,1,1,1
"y2_d057.5_IAK_RZQ_33",105.2627747,295.4763342,24.36274685,27.11282199,12.15306243,10.77305634,1,1,1
"y2_d057.5_IAK_RZQ_34",34.91477606,347.9084879,24.00503597,29.34405963,2.643766124,0.75516671,1,1,1
"y2_d057.5_IAK_RZQ_38",73.25842469,331.2601374,24.59764309,29.3501357,-3.178307646,14.89770064,1,1,1
"y2_d030_IKJ_RZQ_16",83.29869487,306.752502,26.90380025,27.05278655,0.544779069,17.15235123,1,1,1
"y2_d030_IKJ_RZQ_113",112.0610608,270.6175704,23.74325793,30.0292434,5.192460942,15.8948407,1,1,1
"y2_d030_IKJ_RZQ_125",95.28275955,240.6581591,25.72401639,27.26741604,20.95363635,8.451957174,1,1,1
"y2_d030_IKJ_RZQ_180",81.36013576,235.0761532,25.36868911,27.23074437,19.92809443,0.662097463,0.9,1,0
"y2_d030_IKJ_RZQ_328",45.45871628,323.2914026,23.40970664,28.52908012,-6.214106271,0.171805292,1,1,1
"y2_d031_IKJ_RZQ_192",94.23538797,281.6765972,27.50957002,27.50957002,-4.791407847,20.77334786,1,1,1
"y2_d031_IKJ_RZQ_248",58.88132608,278.9890928,24.95213764,26.3415359,9.726691405,9.903940393,1,1,1
"y1_d025_JIL_RZQ_82",32.94890952,340.3497795,25.34789778,25.40002061,-0.911451717,8.036913933,1,1,1
"y1_d026_JIL_RZQ_33",104.1733435,302.5115107,23.10153583,26.28774315,-16.98662197,17.56711905,1,1,1
"y1_d027_JIL_RZQ_116",33.8364851,296.6411237,26.46732047,27.44257203,-0.900950977,0.962846269,1,1,1
"y1_d049_JZK_RZQ_75",99.86429107,232.3134609,27.6699833,29.9520282,15.06157486,6.503792306,1,1,1
"y1_d049_JZK_RZQ_133",94.57175943,266.7716672,23.92681768,26.56419814,13.83450998,6.473153038,1,1,1
"y1_d049_JZK_RZQ_135",17.86031753,304.3450237,24.38623568,26.46753735,-0.972310484,1.968549904,1,1,1
"y1_d049_JZK_RZQ_184",25.56977742,282.9464257,20.66324392,25.26616381,7.260925008,6.221119262,1,1,1
"y1_d050_JZK_RZQ_140",84.96496811,256.5029661,24.84704197,28.09290104,15.74985635,0.966922897,1,1,1
"y1_d050_JZK_RZQ_159",94.74042547,229.4860211,23.89930154,29.78396807,16.82476679,2.633022646,1,1,1
"y1_d050_JZK_RZQ_266",45.22810906,339.3039993,20.57076864,21.7130267,-2.302167077,6.732463115,1,1,1
"y1_d051_JZK_RZQ_160",87.93647443,264.5348963,25.45035961,30.73308809,10.05674317,0.086171159,1,1,1
"y1_d051_JZK_RZQ_264",62.48207746,226.5423578,25.89381762,30.39713874,19.63271499,6.110853901,1,1,1
"y2_d062_KIR_RZQ_106",87.79108353,238.3476387,26.18251368,29.64996694,16.17969219,6.869489965,1,1,1
"y2_d063_KIR_RZQ_133",87.23197606,280.0937005,22.0403534,28.62565133,20.15435992,9.757528756,1,1,1
"y2_d063_KIR_RZQ_201",69.67290546,249.0577672,24.39418271,27.09329435,24.53583881,0.050306569,1,1,1
"y2_d063_KIR_RZQ_225",68.00470729,276.2318185,24.25119037,25.23678684,2.32929859,11.08488869,1,1,1
"y2_d063_KIR_RZQ_303",85.90860254,256.5285961,25.49301432,27.11345321,9.459255728,7.721452972,1,1,1
"y1_d056_KJH_RZQ_250",33.61092598,263.2902222,22.13049585,24.86354061,0.279281018,7.476345478,1,1,1
"y1_d057_KJH_RZQ_273",79.88196809,315.5944751,23.74143721,26.89594215,-7.810000597,15.63629341,1,1,1
"y1_d057_KJH_RZQ_307",79.63165562,279.7898561,24.41330911,25.03265525,11.14992528,12.05778321,1,1,1
"y1_d058_KJH_RZQ_224",101.246544,302.7005906,19.30377012,25.1646309,-3.01495221,0.118570194,1,1,1
"y1_d058_KJH_RZQ_268",64.87603708,347.2838405,23.86363101,26.24735409,-19.50196568,14.21452219,1,1,1
"y1_d058_KJH_RZQ_308",73.18810536,364.4946079,19.49392284,24.73858428,-22.07880052,3.512162701,1,1,1
"y1_d006_MCJ_RZQ_104",102.6000426,254.2879982,28.27689355,30.53108352,14.67549557,15.30021562,1,1,1
"y1_d006_MCJ_RZQ_163",56.87413949,262.5878253,25.46568602,27.03270814,5.422668489,7.8136783,1,1,1
"y1_d007_MCJ_RZQ_72",101.8680988,264.5407792,24.6020339,29.39976687,13.53520509,4.558963132,1,1,1
"y1_d008_MCJ_RZQ_264",111.0263274,239.889215,24.81399657,27.65319537,16.73640122,5.940576567,1,1,1
"y1_d008_MCJ_RZQ_269",35.79018699,353.9227973,20.95248,23.71199704,-2.652079424,4.675913362,1,1,1
"y2_d077_MGJ_RZQ_71",36.76293575,220.9622791,23.99385335,26.73345972,10.99742643,2.538171427,1,1,1
"y2_d077_MGJ_RZQ_109",48.71927007,266.1712064,23.10641618,27.64843083,-7.976214349,1.66166593,1,1,1
"y2_d077_MGJ_RZQ_179",70.32606729,325.1813216,22.33423232,27.23442494,-16.24090728,11.78611142,1,1,1
"y2_d077_MGJ_RZQ_184",61.82237242,206.5099179,22.89738232,29.23908881,15.27748102,15.50355571,1,1,1
"y2_d077_MGJ_RZQ_200",84.56743641,231.2885103,23.37548791,27.98163388,19.53362999,1.158263206,1,1,1
"y2_d077_MGJ_RZQ_240",86.62085454,251.4052469,23.23811462,25.41902546,16.05176889,0.228283488,1,1,1
"y2_d078_MGJ_RZQ_13",81.92954842,240.9416504,28.40576652,29.91770754,21.64116864,2.954516246,1,1,1
"y1_d045_MHY_RZQ_125",93.13885678,266.1074024,29.0236803,29.0236803,13.1128827,6.530239087,1,1,1
"y1_d045_MHY_RZQ_277",54.85532996,320.9353448,20.34823353,24.36841768,11.60372103,3.593102242,1,1,1
"y1_d046_MHY_RZQ_155",94.57906932,380.2035546,24.85565979,27.02533708,-10.18223822,13.19783843,1,1,1
"y1_d047_MHY_RZQ_126",86.10117813,250.9299604,25.13640795,25.15120611,9.84929053,15.74341862,1,1,1
"y1_d047_MHY_RZQ_180",82.70987503,253.8986297,24.70383147,27.6543789,13.91042859,13.35111984,1,1,1
"y1_d048_MHY_RZQ_17",65.61371649,264.7767378,25.78502443,26.25033565,14.1453889,8.480503095,1,1,1
"y1_d073_PHS_RZQ_138",42.43945572,323.5143017,23.49118603,24.37932287,2.131698201,17.91215403,1,1,1
"y1_d075_PHS_RZQ_288",96.06999322,291.7162031,25.33836165,26.9707147,7.552404106,6.782537081,1,1,1
"y1_d079_PVJ_RZQ_137",87.89590175,242.2535975,22.26316668,25.44939966,18.48215638,4.531679883,1,1,1
"y1_d080_PVJ_RZQ_202",72.20441637,252.1525299,24.8037574,27.69228408,14.11437059,9.588075674,1,1,1
"y1_d081_PVJ_RZQ_25",105.2494138,261.4106507,27.31699753,28.5314169,16.62701485,10.73712806,1,1,1
"y1_d081_PVJ_RZQ_208",119.7407197,304.3910689,23.08411427,25.41311067,5.318647518,21.62840435,1,1,1
"y2_d093_QZE_RZQ_100",77.76693898,285.9053331,24.04116144,27.48406878,-2.325605033,0.981305819,1,1,1
"y2_d094_QZE_RZQ_135",119.8764245,284.3242361,17.44234394,29.47012569,-3.421454369,24.78824843,1,1,1
"y2_d094_QZE_RZQ_142",86.45249087,248.3072863,24.6403793,28.54079791,17.62685975,3.843206055,1,1,1
"y2_d094_QZE_RZQ_175",87.19394621,300.2234678,26.79502848,26.79502848,11.44591586,9.630862471,1,1,1
"y2_d094_QZE_RZQ_333",73.04745278,216.5176535,24.10878618,26.50195062,14.76136751,12.56310484,1,1,1
"y2_d094_QZE_RZQ_341",85.97439653,243.5209434,27.5989131,29.14866407,17.91009209,5.750359604,1,1,1
"y2_d095_QZE_RZQ_97",104.9203033,262.6486277,26.53569115,28.58952999,1.648605675,5.33751063,1,1,1
"y2_d095_QZE_RZQ_143",94.54319161,243.775218,23.66733771,25.51168352,14.4480156,7.124266111,1,1,1
"y2_d096_QZE_RZQ_221",91.64862199,238.3349504,25.38725826,26.71044799,15.40251744,5.891219127,1,1,1
"y2_d068_RDO_RZQ_205",94.13310163,259.8142857,24.80739254,26.79151323,10.42091211,8.864498171,1,1,1
"y2_d069_RDO_RZQ_137",49.82262355,212.2748821,23.50099928,27.02234732,18.02502801,7.423247252,1,1,1
"y2_d070_RDO_RZQ_14",92.36863669,230.1525706,24.907584,29.56281038,15.75850826,11.33846285,1,1,1
"y2_d070_RDO_RZQ_115",93.80728296,236.6846004,27.70462003,29.88133928,16.90851933,6.16417342,1,1,1
"y2_d008_TSZ_RZQ_95",98.39663248,243.1487281,25.02750104,29.39268503,18.57786315,2.681232216,1,1,1
"y2_d008_TSZ_RZQ_111",73.87026818,248.8318025,23.78864317,28.46580601,9.78051947,18.56343901,1,1,1
"y2_d008_TSZ_RZQ_257",77.1374047,286.4824715,22.78405572,26.43291512,-9.98828829,3.144273639,1,1,1
"y2_d008_TSZ_RZQ_270",70.47785134,323.1641006,22.53062482,26.97919977,1.611543684,6.991273872,1,1,1
"y2_d009_TSZ_RZQ_94",33.6989113,366.3607184,20.14129912,23.4406171,-6.302731157,7.761188597,1,1,1
"y2_d009_TSZ_RZQ_137",94.38582303,269.4547174,26.72008983,28.35980938,20.12490563,5.88804229,1,1,1
"y2_d009_TSZ_RZQ_181",88.25327627,237.6404713,27.97844099,29.71720497,17.87860624,8.578826685,1,1,1
"y2_d009_TSZ_RZQ_250",39.73539464,249.1702583,21.01943945,25.57335747,-6.871180791,8.959893,1,1,1
"y2_d010_TSZ_RZQ_32",92.88130495,283.7098195,25.56373936,26.7481803,-10.65424746,17.82340637,1,1,1
"y2_d010_TSZ_RZQ_35",65.55178949,274.2754809,21.9945601,28.36971188,5.327267605,16.3794896,1,1,1
"y1_d065_UEX_RZQ_186",93.65855215,255.0964233,24.89693099,28.35008303,4.95825449,11.2904948,1,1,1
"y1_d067_UEX_RZQ_64",83.46863567,234.85445,28.49032505,29.30933964,15.11541994,4.545303934,1,1,1
"y2_d038_UKI_RZQ_277",93.29223458,292.919114,27.45049,27.45070293,4.254794485,10.89278348,1,1,1
"y1_d094_WNA_RZQ_68",77.32451868,316.5081249,23.33932177,27.94353381,-8.008948,16.37336301,1,1,1
"y1_d094_WNA_RZQ_295",46.42584387,325.6906151,19.73771441,24.39610631,-6.508905236,11.42070994,1,1,1
"y1_d096_WNA_RZQ_57",71.50941725,268.1726007,22.5781258,24.71074461,2.968400634,6.245516132,1,1,1
"y1_d096_WNA_RZQ_270",70.36998965,296.5747135,22.84927802,28.11249837,-6.018072914,15.66190451,1,1,1
"y2_d071_XFE_RZQ_30",61.21095493,298.9791816,21.87958724,23.54684607,4.083934019,2.468940723,1,1,1
"y2_d071_XFE_RZQ_35",58.50916158,265.5438791,22.94974613,25.12136775,1.685916495,2.087653605,1,1,1
"y2_d072_XFE_RZQ_279",78.19694395,235.0140501,24.62400604,28.06653421,20.05678972,1.302492318,1,1,1
"y2_d073_XFE_RZQ_46",68.83876728,372.8563393,21.57346272,27.23205628,-0.389949593,2.083784297,1,1,1
"y2_d073_XFE_RZQ_215",96.02824267,232.6771186,20.42635032,25.10626154,18.42162852,7.424929532,0.2,0,0
"y2_d039_XLB_RZQ_159",97.74378781,236.3543337,26.4412734,28.44333248,21.88416352,8.622412746,0.4,0,0
"y2_d040_XLB_RZQ_121",56.49748009,322.108138,25.23196431,25.53716589,-1.703515463,4.767939604,1,1,1
"y2_d040_XLB_RZQ_263",88.19400443,305.6796401,20.78435893,26.92582608,-4.509509972,18.78096812,1,1,1
"y2_d041_XLB_RZQ_135",86.20064623,378.038031,20.47574656,22.6913037,-13.62591703,6.6189368,1,1,1
"y1_d083_YJD_RZQ_204",83.53025977,253.1015849,27.00301,27.19750319,8.406189832,17.80783066,1,1,1
"y1_d084_YJD_RZQ_140",102.4468095,287.440826,25.83871445,28.79446575,14.25585658,5.759305553,1,1,1
"y1_d084_YJD_RZQ_166",48.7371907,201.6571649,25.55460361,27.9211426,10.82103683,8.919996696,1,1,1
"y1_d085_YJD_RZQ_87",96.31232828,229.0533638,25.61431138,26.87483715,18.90440365,8.146266894,0,0,0
"y1_d085_YJD_RZQ_128",94.93149576,221.0889342,26.23560174,28.73788703,21.55359856,0.683192042,0.7,1,0
"y1_d085_YJD_RZQ_130",87.63247828,269.8820868,23.18068626,28.91857327,-4.836542142,11.57140101,1,1,1
"y2_d080_YJD_RZQ_149",86.74273472,280.0266205,26.3138023,26.85820311,-6.643835447,17.68876105,1,1,1
"y2_d080_YJD_RZQ_259",61.52729721,389.3670452,22.69914413,28.62351712,-14.24357745,6.23142863,1,1,1
"y2_d080_YJD_RZQ_333",93.40353705,273.5834943,22.76410726,27.08712496,6.100329893,5.826511024,1,1,1
"y2_d028_YUH_RZQ_42",80.46684038,279.8515527,24.91095884,27.27540275,2.493233626,17.65119071,1,1,1
"y1_d022_AKX_YJD_12",18.84091705,197.3827022,20.19820791,26.62425762,18.91866516,1.425124618,1,1,1
"y1_d022_AKX_YJD_199",47.51434074,391.4117042,23.78707022,27.17429347,-11.96057811,5.63431762,1,1,1
"y1_d023_AKX_YJD_40",79.87981819,285.0766567,23.56671717,25.54705179,0.230737864,12.52391397,1,1,1
"y1_d023_AKX_YJD_56",82.1002808,267.735007,24.34753069,27.13450816,1.407320188,4.212576052,1,1,1
"y2_d024_ALA_YJD_152",80.34211848,227.7245355,29.80820742,31.31259301,21.638648,0.971970209,1,1,1
"y1_d034_AVV_YJD_131",85.19415372,246.1007542,25.18442723,26.59320949,24.01897179,0.379471021,0.1,0,0
"y1_d035_AVV_YJD_293",84.51360037,244.0696102,27.05592316,30.29496578,16.39042371,11.34804906,1,1,1
"y1_d028_CMS_YJD_199",96.48758103,239.8080672,27.94841806,29.18564784,15.81916637,7.753015997,1,1,1
"y1_d029_CMS_YJD_121",81.39825794,277.4613671,25.29320379,26.88912564,11.12231826,18.15360227,1,1,1
"y1_d030_CMS_YJD_86",66.49888275,268.5277075,24.21459691,28.42949402,5.239458332,10.43407165,1,1,1
"y1_d086_DYE_YJD_105",77.91811503,239.4603473,25.33070015,29.16811006,13.02509982,5.708690811,1,1,1
"y1_d086_DYE_YJD_168",92.27689568,254.3603221,27.27048187,29.25753999,19.1318714,5.930644355,1,1,1
"y1_d086_DYE_YJD_236",99.63581707,242.1730196,26.03045284,28.84444194,12.66768166,13.07338804,1,1,1
"y2_d072_DYE_YJD_45",87.45353934,252.1818069,24.81899802,29.76458932,20.72196545,13.34172257,1,1,1
"y2_d072_DYE_YJD_213",108.1619627,272.6011928,25.3056547,31.7894854,13.33486414,12.59049477,1,1,1
"y2_d064_ESW_YJD_99",84.70427613,307.5850348,23.10846191,25.91700286,-12.54101476,12.02348722,1,1,1
"y2_d064_ESW_YJD_207",85.09403794,227.3831528,23.94284324,27.51903959,22.12866867,0.899545372,1,1,1
"y2_d065_ESW_YJD_42",93.70740381,231.8114761,28.86605628,29.04245276,19.73551551,2.432868859,1,1,1
"y2_d065_ESW_YJD_104",79.59613422,319.3644945,26.83342711,30.26843523,-5.886808962,15.09564861,1,1,1
"y2_d065_ESW_YJD_255",82.7045733,251.9593836,26.76097791,28.60969548,17.19032152,3.773146543,1,1,1
"y2_d067_ESW_YJD_168",30.40515461,264.9734347,23.83244094,25.08608115,9.768511064,9.477321847,1,1,1
"y1_d076_GAX_YJD_90",82.49125115,316.1452063,25.46219417,26.00751687,-5.06281202,17.46075964,1,1,1
"y1_d077_GAX_YJD_169",62.34496638,225.4484995,21.91107778,27.30377551,16.7897121,8.489504082,1,1,1
"y1_d010_GEA_YJD_142",111.9282901,266.0219762,23.86918923,29.14066673,7.596659881,4.063226615,0.4,0,0
"y1_d010_GEA_YJD_274",82.27247098,324.6564034,25.68723759,27.27807284,-17.86131626,11.19650865,1,1,1
"y1_d011_GEA_YJD_32",30.67234537,248.3231965,25.36693574,26.39643222,2.231359329,1.141393545,1,1,1
"y1_d011_GEA_YJD_83",83.65344745,229.5390597,23.33884936,30.03700963,21.83297303,2.4353247,1,1,1
"y2_d002_GHD_YJD_49",104.0028326,321.1178058,22.75612533,26.09114566,-1.63119395,5.862662492,1,1,1
"y2_d003_GHD_YJD_11",25.74827206,285.3126572,20.36621818,27.33354293,3.412704353,9.273783994,1,1,1
"y2_d003_GHD_YJD_152",86.70549592,310.2438217,24.93216451,27.43967489,-11.49757527,15.99489958,1,1,1
"y2_d004_GHD_YJD_189",118.6370912,276.240009,23.16510248,28.45283669,4.479910292,11.6068822,1,1,1
"y2_d004_GHD_YJD_287",75.8378203,287.1783411,20.43115485,22.43730987,5.645657446,10.25584983,1,1,1
"y1_d064_IAQ_YJD_214",84.03619441,249.3927599,25.2110716,27.82234981,18.03852987,2.727015639,1,1,1
"y1_d064_IAQ_YJD_248",60.00944127,376.1103755,24.36419482,24.45998671,-8.687637946,8.103871181,1,1,1
"y1_d065_IAQ_YJD_92",101.8475865,237.1881456,29.04530654,29.04548421,22.00201645,6.271678449,1,1,1
"y1_d066_IAQ_YJD_175",49.44305462,315.420881,25.2265239,28.26127317,3.443537496,13.54173088,1,1,1
"y1_d066_IAQ_YJD_219",94.38976934,295.3625945,25.8097596,26.53514652,6.624885932,10.27358086,1,1,1
"y1_d066_IAQ_YJD_264",83.93571911,224.1182821,24.83008837,28.37688536,20.05746606,0.259690145,1,1,1
"y1_d067_IAQ_YJD_79",73.99071352,239.6130184,24.19383847,27.39169718,14.28128139,12.32546469,1,1,1
"y2_d045_IHI_YJD_22",42.25199485,222.0013129,24.64039806,26.24070831,13.49744968,8.471499691,1,1,1
"y2_d045_IHI_YJD_180",104.091407,284.4451822,25.94846662,27.65926092,22.63321409,5.723364308,1,1,1
"y2_d045_IHI_YJD_212",80.88508767,229.5860632,23.44755,28.70202536,22.61824769,2.639664045,1,1,1
"y1_d019_JFU_YJD_206",65.40758574,307.6098735,24.93150555,25.60696056,-1.985268803,19.63217626,1,1,1
"y1_d019_JFU_YJD_209",70.2026247,252.5118118,23.15879379,25.96910702,14.94507245,0.890036829,1,1,1
"y1_d020_JFU_YJD_217",7.734867554,347.4667388,24.34307106,27.57910524,4.864218098,1.961912285,1,1,1
"y1_d021_JFU_YJD_20",94.36253301,358.0666223,20.71453724,23.70041931,-5.537200229,16.76532031,1,1,1
