"play_key","run_dist","OF_dist","run_speed","top_speed","OF_momentum_home","OF_momentum_side","score_chance","safe_out","go_safe_out","scoring_from","baserunners","next_baserunners","go_runners","stay_runners","outs","go_safe","go_out","stay","go_safe_RE","go_out_RE","stay_RE","prob_to_go","glm_safe","went_home","should_go","correct_decision","glm_go","safe_min_go","team","RE_diff"
"y2_d070_RDO_RZQ_189",171.5998631,325.1187182,27.03265378,27.50788255,-5.085638243,16.52193743,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.0439603384028759,0,0,1,0.00274664511695025,0.0412136932859256,"RZQ",-0.683702859291781
"y2_d070_RDO_RZQ_247",132.9187631,285.130226,25.63861569,27.45636527,4.786351776,6.620367488,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.250869866991514,0,0,1,0.0713900130895416,0.179479853901973,"RDO",-0.419110536150389
"y2_d008_TSZ_RZQ_64",153.8109611,278.294577,25.48212521,26.74264132,-0.993315134,9.54405435,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.0288186130326672,0,0,1,0.00124774989122115,0.0275708631414461,"TSZ",-0.703065835561654
"y2_d008_TSZ_RZQ_111",175.719849,248.8318025,22.95425402,25.18015945,9.78051947,18.56343901,-1,NA,0,1,"12_","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.000309737433092122,0,0,1,9.69658842553984e-07,0.000308767774249568,"TSZ",-0.541294830569825
"y2_d009_TSZ_RZQ_56",103.879727,391.8749349,25.06071461,27.37084002,-6.943257776,0.765653927,1,1,1,1,"12_","__3","__3","_23",2,"2 __3","3 __3","2 _23",1.183888889,0,0.633655395,0.535232149,0.999176702505847,1,1,1,0.999913479677217,-0.000736777171370107,"TSZ",0.549258801244331
"y2_d009_TSZ_RZQ_126",132.5027858,267.1943412,26.38085094,29.31406355,2.598795725,8.765461242,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.217935797977379,0,0,1,0.0894996247163975,0.128436173260981,"TSZ",-0.461226053451063
"y2_d009_TSZ_RZQ_250",125.8846984,249.1702583,22.83306079,23.19109961,-6.871180791,8.959893,-1,NA,0,1,"12_","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.220260381285415,0,0,1,0.00528853135431745,0.214971849931098,"TSZ",-0.458253416559932
"y2_d009_TSZ_RZQ_267",157.5003175,273.9007848,24.13879521,26.88152654,4.745994211,12.24190548,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.0103451153205666,0,0,1,0.000374107716938473,0.00997100760362815,"RZQ",-0.726689424622696
"y1_d064_UEX_RZQ_30",102.6367632,359.6146589,29.49457346,30.66173185,-11.11436574,2.71757059,1,1,1,1,"12_","__3","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.999207958857522,1,1,1,0.999963731471617,-0.000755772614095429,"UEX",0.537851260498815
"y1_d064_UEX_RZQ_48",154.2468771,259.6148436,26.78876695,27.81342155,9.906724403,4.623533593,-1,NA,0,1,"1__","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.00626722170323542,0,0,1,0.0004235949280525,0.00584362677518292,"RZQ",-1.05646036692217
"y1_d064_UEX_RZQ_110",153.5064817,291.0685634,26.78237539,28.32565939,-1.637367662,4.58801852,-1,NA,0,1,"1__","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.0493903825641665,0,0,1,0.0078958070357492,0.0414945755284173,"UEX",-0.996782458808618
"y1_d065_UEX_RZQ_117",169.0907024,350.6506641,17.17081692,23.40253672,-17.31966507,0.397303228,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.0359559637846194,0,0,1,0.000634239821009253,0.0353217239636102,"UEX",-0.693938714981874
"y1_d065_UEX_RZQ_136",108.0676995,229.9497134,24.76897167,25.94387456,6.248120945,0.960643044,-1,NA,0,1,"1__","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.339646048907448,0,0,1,0.0631607547432575,0.27648529416419,"RZQ",-0.273139471995728
"y1_d067_UEX_RZQ_34",159.2680132,324.6844397,25.71004591,29.31738309,-11.37376395,12.23106866,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.196000228925902,0,0,1,0.0565234441772806,0.139476784748622,"RZQ",-0.489276879405519
"y1_d067_UEX_RZQ_226",134.2183678,226.8628767,24.48313925,24.87095672,12.97285282,4.320861389,-1,NA,0,1,"1__","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.0113791394533788,0,0,1,0.000306507207292541,0.0110726322460862,"UEX",-1.04938601171058
"y2_d036_UKI_RZQ_57",38.27609401,274.2601787,24.6907889,28.33852888,9.971371066,12.19496425,1,1,1,1,"123","_2_","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.999968105959811,1,1,1,0.999999322683263,-3.12167234512994e-05,"RZQ",0.542795266038578
"y2_d036_UKI_RZQ_104",126.1223605,314.166209,24.77866812,25.16332254,3.530740683,0.053915782,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.596173056192145,0,1,0,0.248860201079877,0.347312855112268,"UKI",0.022457204310566
"y2_d037_UKI_RZQ_110",118.2909291,356.3912979,26.65483423,28.28797386,21.05685183,1.036055829,1,1,1,1,"1__","__3","__3","_23",2,"2 __3","3 __3","2 _23",1.183888889,0,0.633655395,0.535232149,0.907854493443991,1,1,1,0.976796344516361,-0.0689418510723696,"UKI",0.441143452617065
"y2_d037_UKI_RZQ_259",175.5971457,288.2142385,18.42915107,24.3412,1.551209925,5.216643996,-1,NA,0,1,"1__","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.000658768865602247,0,0,1,3.66702923907198e-06,0.000655101836363175,"RZQ",-0.696447337238817
"y2_d038_UKI_RZQ_24",139.5221685,294.9124933,25.69767029,25.69767029,-2.392657586,1.974586974,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.197205864721886,0,0,1,0.0198307140100527,0.177375150711833,"RZQ",-0.487735133221582
"y2_d038_UKI_RZQ_146",99.70624885,354.9228988,29.06246906,30.45172474,-7.83467443,2.910107788,1,1,1,1,"1__","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.999136481895962,1,1,1,0.999961716794006,-0.000825234898044203,"RZQ",0.500345027137756
"y2_d038_UKI_RZQ_166",160.8121214,267.0229261,30.63892219,30.99957977,19.29553801,2.822460825,-1,NA,0,1,"1__","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.00340065633194224,0,0,1,0.000898244249969615,0.00250241208197262,"UKI",-1.06042739117119
"y1_d094_WNA_RZQ_68",172.6083429,316.5081249,26.95837592,27.84527024,-8.008948,16.37336301,-1,NA,0,1,"12_","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.0341605943290355,0,0,1,0.00179928727945178,0.0323613070495837,NA,-0.654612179834321
"y1_d094_WNA_RZQ_317",136.4613879,333.8113022,26.18770869,28.30974631,-8.741165209,0.027456736,1,1,1,1,"1__","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.732859946311904,1,1,1,0.663650150194645,0.0692097961172582,NA,0.167834167649166
"y1_d094_WNA_RZQ_339",51.08992682,292.3465538,23.95667901,27.42003248,-1.604165505,0.458542118,1,1,1,1,"1__","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.999920360907344,1,1,1,0.999996402966522,-7.60420591783273e-05,"WNA",0.501323890270543
"y1_d095_WNA_RZQ_234",157.2125247,253.78373,26.75964724,28.036943,4.611964565,22.2607959,-1,NA,0,1,"1__","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.0126036636925997,0,0,1,0.000410525185734143,0.0121931385068656,"RZQ",-0.526831171590547
"y1_d096_WNA_RZQ_55",133.7064093,351.1750296,27.819893,30.0619576,-13.73883671,3.640389368,1,1,1,1,"123","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.945755362205661,1,1,1,0.977795155680759,-0.0320397934750984,NA,0.433685747717012
"y1_d096_WNA_RZQ_270",166.6088984,296.5747135,25.3433294,28.84101392,-6.018072914,15.66190451,-1,NA,0,1,"12_","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.0247131620316463,0,0,1,0.00161236125409613,0.0231008007775502,"WNA",-0.512584489880491
"y2_d071_XFE_RZQ_23",160.9252529,235.9125173,24.94136683,27.34259936,21.81762212,8.523515963,-1,NA,0,1,"1__","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.000461288919025799,0,0,1,1.1962242911382e-05,0.000449326676114417,"RZQ",-1.06449516577022
"y2_d071_XFE_RZQ_136",113.880342,378.6276535,27.92813659,29.11837213,-8.108825649,6.537874841,1,1,1,1,"1__","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.997909558025222,1,1,1,0.999781961037818,-0.00187240301259617,"XFE",0.498812915005186
"y2_d071_XFE_RZQ_164",126.6671212,385.6085635,27.15038655,28.79308135,-5.911895555,0.812228632,1,1,1,1,"1__","_2_","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.985901126531872,1,1,1,0.996905139188821,-0.0110040126569486,"XFE",0.526245630957037
"y2_d071_XFE_RZQ_250",159.3916759,283.8625324,24.71020648,28.48253938,23.28724731,4.223848315,-1,NA,0,1,"1__","_23","__3","_23",0,"0 __3","1 __3","0 _23",1.922201531,0.462671577,1.65,0.813500552,0.00263895081183224,0,0,1,0.000399222965181199,0.00223972784665105,"XFE",-1.183476795243
"y2_d039_XLB_RZQ_149",151.7732138,209.2547512,22.06645218,25.36253945,17.16256854,2.724130541,-1,NA,0,1,"1__","_23","__3","_23",0,"0 __3","1 __3","0 _23",1.922201531,0.462671577,1.65,0.813500552,0.000329650300729913,0,0,1,3.22949951592735e-06,0.000326420801213986,"RZQ",-1.18684728851174
"y2_d040_XLB_RZQ_98",152.1182945,234.9067965,24.27179275,27.05265363,13.33796735,6.288502672,-1,NA,0,1,"1__","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.00192125820735658,0,0,1,3.98235512719761e-05,0.0018814346560846,"XLB",-0.539398895420632
"y2_d041_XLB_RZQ_118",175.4289296,254.9721462,23.80082469,27.27687568,8.284742271,9.324827339,-1,NA,0,1,"1__","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.000342641642891722,0,0,1,3.21234835142455e-06,0.000339429294540297,"RZQ",-0.541256119155792
"y1_d082_YJD_RZQ_87",143.466618,297.3450195,24.9842745,26.14572866,-0.161829478,11.22729912,-1,NA,0,1,"1__","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.177475644318154,0,0,1,0.0242106648854637,0.15326497943269,"RZQ",-0.819525960698331
"y1_d083_YJD_RZQ_72",148.0782905,266.8331125,23.5113696,25.24607948,12.12123175,1.750923286,-1,NA,0,1,"1__","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.00766853628485258,0,0,1,0.000205298571597351,0.00746323771325523,NA,-0.687693941885082
"y1_d083_YJD_RZQ_302",123.2772868,300.3934391,27.29126564,29.90694708,-2.6933102,2.546894392,0.9,1,1,1,"1__","_2_","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.793104086040263,1,1,1,0.845029990242047,-0.0519259042017842,"RZQ",0.299422190908489
"y1_d085_YJD_RZQ_179",113.7170983,327.8967999,26.27625686,28.94839082,-18.83423728,2.686540985,1,1,1,1,"1_3","_2_","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.989332308636335,1,1,1,0.995390263387754,-0.00605795475141979,"YJD",0.530282376160089
"y2_d080_YJD_RZQ_13",170.4901347,262.9920375,24.36720078,27.57063468,16.78219027,9.425514659,-1,NA,0,1,"1__","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.000540492558454156,0,0,1,1.01173043349174e-05,0.000530375254119239,"YJD",-0.541023349891439
"y2_d080_YJD_RZQ_149",178.5785519,280.0266205,26.83570515,29.02055774,-6.643835447,17.68876105,-1,NA,0,1,"12_","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.00415146042454391,0,0,1,0.000121000942145295,0.00403045948239862,"RZQ",-0.734609763279176
"y2_d081_YJD_RZQ_154",97.835704,214.5086936,24.01197584,26.7240554,10.91843778,12.46773073,0.8,1,1,1,"1__","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.569670359010783,1,0,0,0.252970275788085,0.316700083222698,"YJD",-0.0359476256435236
"y2_d097_YJD_RZQ_19",150.9927461,265.7408407,25.69754481,28.56565423,15.46061415,11.03207505,-1,NA,0,1,"1__","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.0104692415822716,0,0,1,0.00145880024563318,0.00901044133663839,"RZQ",-1.05064521443275
"y2_d097_YJD_RZQ_53",130.6857865,371.0058478,27.26887093,30.96167104,-5.32835767,4.543811631,0.4,0,0,1,"1__","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.969686767912543,1,1,1,0.996000611680422,-0.0263138437678787,"RZQ",0.463569914051501
"y2_d097_YJD_RZQ_135",128.4798296,208.6575967,25.02437096,25.5233318,16.09801165,4.68701619,-1,NA,0,1,"1__","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.0107004135051295,0,0,1,0.000234468265726529,0.010465945239403,"YJD",-0.529070322947301
"y2_d097_YJD_RZQ_158",119.4877824,307.1555489,25.61913582,25.65482046,3.591155212,6.329041135,0,0,0,1,"1__","___","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.805937334247655,1,1,1,0.57143632042711,0.234501013820545,"YJD",0.314520355786824
"y2_d098_YJD_RZQ_37",159.7662464,251.9520086,25.41437594,27.56237168,20.94603703,0.750715527,-1,NA,0,1,"1__","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.00074632222823316,0,0,1,2.40350743382252e-05,0.000722287153894935,"YJD",-0.696338005623113
"y2_d026_YUH_RZQ_74",167.7975671,280.48839,24.8949757,27.9200437,14.13593454,9.548986538,-1,NA,0,1,"1__","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.0019539993303925,0,0,1,7.08440621751131e-05,0.00188315526821738,"YUH",-0.539360375876249
"y2_d026_YUH_RZQ_200",142.9024547,341.4105925,26.84372773,29.47948147,3.404253752,4.578125581,0,0,0,1,"1__","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.514197684570577,1,0,0,0.556076482706788,-0.0418787981362109,"RZQ",-0.105218718628811
"y2_d027_YUH_RZQ_41",145.2286427,297.3785984,25.58493849,26.25117639,-14.06240149,8.708628494,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.294930370017035,0,0,1,0.0282640119692054,0.266666358047829,"YUH",-0.362766727656782
"y2_d027_YUH_RZQ_89",177.2894926,297.5168908,23.42239978,27.85055274,5.784205746,21.41796919,-1,NA,0,1,"1__","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.00308631390341352,0,0,1,0.000130461802163346,0.00295585210125017,"RZQ",-1.06086240795084
"y2_d027_YUH_RZQ_90",167.9569663,305.7727338,25.91897649,28.15001591,8.630297443,13.31657218,-1,NA,0,1,"1_3","_23","__3","_23",0,"0 __3","1 __3","0 _23",1.922201531,0.462671577,1.65,0.813500552,0.0102873178148597,0,0,1,0.00111630154393058,0.00917101627092914,"RZQ",-1.17231377450289
"y2_d027_YUH_RZQ_175",92.28423382,378.5018047,26.51622387,29.82803385,-0.600576327,1.519704536,1,1,1,1,"1__","___","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.999659321162122,1,1,1,0.999992892279375,-0.000333571117252851,"YUH",0.500997918814387
"y1_d023_AKX_YJD_40",166.9581085,285.0766567,27.86375717,29.94731558,0.230737864,12.52391397,-1,NA,0,1,"12_","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.0124790596333936,0,0,1,0.00109194972409313,0.0113871099093005,"YJD",-0.526977766793881
"y1_d023_AKX_YJD_53",161.7093896,316.2294589,25.642544,28.18246139,0.325810054,16.45661685,-1,NA,0,1,"1__","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.0642625920596779,0,0,1,0.00708565877427415,0.0571769332854037,"AKX",-0.466055052768577
"y1_d024_AKX_YJD_118",115.5666688,390.7126544,27.69312237,28.10498595,-2.487151169,1.847319976,1,1,1,1,"1__","_2_","_2_","_23",0,"0 _2_","1 _2_","0 _23",1.809125376,0.425230807,1.65,0.885016258,0.996691533957241,1,1,1,0.999721291368845,-0.00302975741160405,"AKX",0.154546807811705
"y1_d024_AKX_YJD_173",118.3617409,307.0560991,26.85295269,31.01003415,6.612444354,16.49979157,1,1,1,1,"1__","_2_","_2_","_23",2,"2 _2_","3 _2_","2 _23",1.176488184,0,0.633655395,0.53859903,0.912456331629866,1,1,1,0.976174739314241,-0.0637184076843753,"YJD",0.439838697578523
"y1_d024_AKX_YJD_182",150.2039889,311.2371714,27.89009125,28.62446478,9.325275496,11.98048978,-1,NA,0,1,"1__","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.124780787874759,0,0,1,0.0330361032176609,0.0917446846570979,"YJD",-0.394856110475136
"y1_d024_AKX_YJD_308",156.4684506,344.6947399,25.09487214,28.41129409,1.027404934,13.01897404,-1,NA,0,1,"1__","123","_23","123",1,"1 _23","2 _23","1 123",1.923807468,0.633655395,1.363430665,0.565650581,0.230615838556651,0,0,1,0.0932125478997683,0.137403290656883,"YJD",-0.432245767819503
"y2_d025_ALA_YJD_250",136.294117,293.4026816,25.30486254,28.79675281,5.642364952,12.4560281,-1,NA,0,1,"1__","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.284919113500571,0,0,1,0.140568879722679,0.144350233777891,"ALA",-0.341479328864463
"y1_d035_AVV_YJD_16",119.7521113,299.8924257,26.31139668,27.99123138,6.574710267,10.74239979,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.795322236954697,0,1,0,0.7668851328684,0.0284371040862964,"AVV",0.2771257289991
"y1_d035_AVV_YJD_153",177.4303218,248.8081736,25.33372338,27.15007048,19.92728637,3.28213267,-1,NA,0,1,"1__","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,8.37515859873392e-05,0,0,1,7.81485216605231e-07,8.29701007707339e-05,"AVV",-0.697165385824834
"y1_d028_CMS_YJD_112",132.3191514,374.871427,25.01971194,25.0202087,-2.466642033,3.843712346,0.7,1,1,1,"1__","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.92920901459113,1,1,1,0.878312001115469,0.0508970134756609,NA,0.413023618195773
"y1_d029_CMS_YJD_149",156.5307049,395.6682312,24.36624678,29.757661,-2.633655709,4.970620135,-1,NA,0,1,"123","_23","__3","_23",2,"2 __3","3 __3","2 _23",1.183888889,0,0.633655395,0.535232149,0.633894334130244,0,1,0,0.759133804225718,-0.125239470095475,"CMS",0.116805063976849
"y1_d030_CMS_YJD_58",121.9272819,376.9851005,25.96370569,28.48697024,-11.41123473,6.095154217,1,1,1,1,"1__","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.993307917065642,1,1,1,0.998443307630555,-0.0051353905649133,NA,0.493066649803216
"y1_d030_CMS_YJD_124",155.5355738,315.1167616,26.09797063,27.46890649,-3.72457228,3.124652281,-1,NA,0,1,"123","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.0864806956774902,0,0,1,0.0110507874802005,0.0754299081972897,NA,-0.629328562521429
"y1_d030_CMS_YJD_234",178.0385675,388.3686958,13.13546304,22.11590475,-12.15045956,7.52161054,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.028778017840379,0,0,1,0.000428775858502072,0.028349241981877,NA,-0.703117747990768
"y1_d030_CMS_YJD_249",105.9214396,314.73265,28.73644928,29.6951878,-7.207731193,5.549950706,1,1,1,1,"123","_2_","_2_","_23",1,"1 _2_","2 _2_","1 _23",1.425230807,0.176488184,0.923807468,0.598457417,0.991276919169369,1,1,1,0.998120398934274,-0.00684347976490518,NA,0.490530456162916
"y1_d086_DYE_YJD_96",157.9633475,282.5220989,23.35810755,27.19529237,3.410472537,7.480199558,-1,NA,0,1,"1__","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.0106240741685243,0,0,1,0.0005048872327501,0.0101191869357742,"DYE",-0.68400323575585
"y1_d086_DYE_YJD_105",171.8218348,239.4603473,22.59201056,25.55438706,13.02509982,5.708690811,-1,NA,0,1,"12_","1_3","_2_","1_3",2,"2 _2_","3 _2_","2 1_3",1.176488184,0,0.541659233,0.460403462,0.000139468191759252,0,0,1,5.53902221269442e-07,0.000138914289537982,"DYE",-0.541495150320351
"y1_d086_DYE_YJD_206",176.7503245,291.3177068,25.78362498,26.29798448,2.56514596,15.34026599,-1,NA,0,1,"1__","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.00290765078670557,0,0,1,3.86680145462189e-05,0.00286898277215935,"YJD",-0.693639062529841
"y2_d072_DYE_YJD_52",155.2029406,240.5002035,24.9452262,28.18111441,15.69203836,8.018850866,-1,NA,0,1,"1__","1_3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.00174660595826428,0,0,1,6.83415410539162e-05,0.00167826441721037,"YJD",-0.69508890869433
"y2_d072_DYE_YJD_139",136.5198633,290.8386536,27.55056716,28.1230809,4.425534136,2.669064399,-1,NA,0,1,"1__","_23","__3","_23",0,"0 __3","1 __3","0 _23",1.922201531,0.462671577,1.65,0.813500552,0.224884339657269,0,0,1,0.105269118912938,0.119615220744331,"YJD",-0.859102993084706
"y2_d064_ESW_YJD_99",175.8052023,307.5850348,28.19504266,29.28082536,-12.54101476,12.02348722,-1,NA,0,1,"12_","__3","_2_","1_3",1,"1 _2_","2 _2_","1 1_3",1.425230807,0.176488184,0.873758154,0.558377649,0.0222279461058363,0,0,1,0.00144347985249868,0.0207844662533377,"YJD",-0.669512986275895
"y2_d064_ESW_YJD_207",174.7808057,227.3831528,27.976206,29.26855651,22.12866867,0.899545372,-1,NA,0,1,"12_","_23","__3","_23",2,"2 __3","3 __3","2 _23",1.183888889,0,0.633655395,0.535232149,6.10414246496342e-05,0,0,1,1.05663199472535e-06,5.99847926549089e-05,"ESW",-0.633583128735589
"y2_d065_ESW_YJD_10",143.3145386,234.2297565,24.41400962,29.04308196,16.00796496,6.384715262,-1,NA,0,1,"1__","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.00540983863914453,0,0,1,0.000713899788687372,0.00469593885045716,"YJD",-1.05764689468812
"y2_d065_ESW_YJD_252",174.6135642,260.8327729,24.2952402,29.08845821,11.34254909,9.366476111,-1,NA,0,1,"1__","_23","__3","_23",0,"0 __3","1 __3","0 _23",1.922201531,0.462671577,1.65,0.813500552,0.000455591937805041,0,0,1,2.00234141368954e-05,0.000435568523668146,"ESW",-1.18666347291997
"y2_d066_ESW_YJD_246",172.2236233,276.6924119,25.97941341,26.12012173,-1.115113027,9.886233393,-1,NA,0,1,"1__","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.0028557311517507,0,0,1,4.2188952189269e-05,0.00281354219956144,"YJD",-1.06118151016857
"y2_d066_ESW_YJD_247",110.929727,368.9615402,26.37286476,28.28101856,-6.397079843,6.389115413,1,1,1,1,"1_3","__3","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.996991688606304,1,1,1,0.999514410478761,-0.00252272187245661,"YJD",0.535017132469628
"y2_d067_ESW_YJD_168",114.5066145,264.9734347,27.61334705,29.49132516,9.768511064,9.477321847,-1,NA,0,1,"12_","_23","__3","_23",2,"2 __3","3 __3","2 _23",1.183888889,0,0.633655395,0.535232149,0.65442122191299,0,1,0,0.653760568524746,0.00066065338824417,"YJD",0.141106618348592
"y1_d077_GAX_YJD_169",154.0028429,225.4484995,26.77652644,26.77652644,16.7897121,8.489504082,-1,NA,0,1,"12_","1_3","_2_","1_3",0,"0 _2_","1 _2_","0 1_3",1.809125376,0.425230807,1.490364348,0.769663792,0.00127080714687175,0,0,1,2.7449216261595e-05,0.00124335793061015,"GAX",-1.0633748778912
"y1_d078_GAX_YJD_73",170.5443791,302.6626779,22.40603343,24.7411105,-12.67134721,15.94256356,-1,NA,0,1,"1__","_23","__3","_23",1,"1 __3","2 __3","1 _23",1.462671577,0.183888889,0.923807468,0.578611664,0.0168105523884771,0,0,1,0.000172118040483302,0.0166384343479938,"GAX",-0.718421535629899
